Object,ObjectType
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00013,USER_TABLE
SMI_SandBox.dbo.PrijsArtikelnummerJaar,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00018,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00019,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00078,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00077,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00006,USER_TABLE
SMI_SandBox.smi.View_Account360_bkl_2020_EAN_BO_00115,USER_TABLE
SMI_SandBox.dbo.View_FctLicenties_ProefLicenties,VIEW
SMI_SandBox.lic.View_Fctlicenties_proeflicenties,VIEW
SMI_SandBox.dbo.View_FctLicenties_ProefLicenties,USER_TABLE
SMI_SandBox.lic.View_Fctlicenties_proeflicenties,USER_TABLE
SMI_SandBox.dbo.View_QueryVKPO_BEX,VIEW
SMI_SandBox.smi.View_QueryVKPO_BEX,VIEW
SMI_SandBox.dbo.View_QueryVKPO_BEX,USER_TABLE
SMI_SandBox.smi.View_QueryVKPO_BEX,USER_TABLE
SMI_SandBox.fnl.Clickwaarde,USER_TABLE
SMI_SandBox.smi.Clickwaarde,USER_TABLE
SMI_SandBox.fnl.Events,VIEW
SMI_SandBox.fnl.DoelgroepLicentiePersoonlijk,USER_TABLE
SMI_SandBox.fnl.TouchpointsDatum,USER_TABLE
SMI_SandBox.fnl.Incident,USER_TABLE
SMI_SandBox.fnl.Events,USER_TABLE
SMI_SandBox.fnl.VKactivity,USER_TABLE
SMI_SandBox.fnl.orders,USER_TABLE
SMI_SandBox.fnl.DMOpens,USER_TABLE
SMI_SandBox.fnl.DMClicks,USER_TABLE
SMI_SandBox.fnl.DMSents,USER_TABLE
SMI_SandBox.smi.Events,VIEW
SMI_SandBox.dbo.View_Webinar,VIEW
SMI_SandBox.smi.Events,USER_TABLE
CRMOnline.dbo.incident,USER_TABLE
SMI_SandBox.smi.DoelgroepLicentiePersoonlijk,USER_TABLE
SMI_SandBox.fnl.Funnelwaardering,USER_TABLE
SMI_SandBox.smi.DoelgroepBestandFunnel,USER_TABLE
SMI_SandBox.smi.DoelgroepBestand,USER_TABLE
SMI_SandBox.dbo.View_NT2Licenties,VIEW
SMI_SandBox.smi.LeerbehoefteKorteOmschrijvingen,USER_TABLE
SMI_SandBox.fnl.TouchpointsFunnel,USER_TABLE
SMI_SandBox.smi.ActiveringDocenten,USER_TABLE
BI_PRD_SA.pri.LICLOG10_LICENTIELOG,USER_TABLE
LA.tps.View_TLinks_PBI,VIEW
SMI_SandBox.dbo.LICLOG10_LICENTIELOG,USER_TABLE
THIEME.DWHPRDD.LICLOG10_LICENTIELOG,USER_TABLE
SMI_SandBox.smi.ActiveringLeerlingen,USER_TABLE
SMI_SandBox.smi.BelContacten,USER_TABLE
SMI_SandBox.smi.BijwerkenVerkoopkansenPO,USER_TABLE
SMI_SandBox.smi.BijwerkenVerkoopkansen,USER_TABLE
SMI_SandBox.smi.Boekenlijst2022,USER_TABLE
SMI_SandBox.smi.BusinessFunctionsDoelgroep,USER_TABLE
BI_PRD_SA.crm.BusinessFunction,USER_TABLE
SMI_SandBox.smi.ActieveDocenten,USER_TABLE
SMI_SandBox.smi.Touchpointskeylabel$,USER_TABLE
SMI_SandBox.smi.DoelgroepHiearchie,USER_TABLE
SMI_SandBox.dbo.DocentenToegang_CRM,USER_TABLE
SMI_SandBox.dbo.View_DocentToegang_Markt,VIEW
SMI_SandBox.smi.Doelgroep_Relatie_LeerbehoefteCode_Locatie,USER_TABLE
SMI_SandBox.dbo.LeerBehoefte_Mapping,USER_TABLE
SMI_SandBox.wpr.FunnelStatusTabel,USER_TABLE
SMI_SandBox.fnl.FunnelStatusOrde,USER_TABLE
SMI_SandBox.dbo.View_DoelgroepRegio,VIEW
SMI_SandBox.smi.GA_2017-2018_Chapters,USER_TABLE
SMI_SandBox.dbo.View_GA_decomp2_ytd,VIEW
SMI_SandBox.smi.GA_chapters,USER_TABLE
SMI_SandBox.dbo.View_GA_decomp,VIEW
SMI_SandBox.smi.LBCelloc,USER_TABLE
SMI_Sandbox.dbo.View_SelectArtikelNummersEOB,VIEW
SMI_SandBox.LIC.LicentiesActueel_EOB,USER_TABLE
SMI_SandBox.smi.LicentiesActueel_PBI_PO_groep,USER_TABLE
SMI_SandBox.smi.LicentiesActueel_PBI_PO_Locatie,USER_TABLE
SMI_SandBox.pbi.QueryVK,USER_TABLE
SMI_SandBox.dbo.PO_Reinders,USER_TABLE
SMI_SandBox.dbo.PO_Heutink$,USER_TABLE
SMI_SandBox.dbo.PO_RolfAM$,USER_TABLE
SMI_Sandbox.smi.Servicing_CCCD,USER_TABLE
SMI_SandBox.smi.RayonResp$,USER_TABLE
SMI_SandBox.smi.Touchpoints,USER_TABLE
SMI_SandBox.smi.Realisatie2019,USER_TABLE
SMI_SandBox.smi.Realisatie2020,USER_TABLE
SMI_SandBox.smi.Realisatie2021,USER_TABLE
SMI_SandBox.smi.RecentEditionGebruik,USER_TABLE
LA.ds.UserUsesEditionWeekMethode,USER_TABLE
SMI_SandBox.dbo.ED2020januari,USER_TABLE
SMI_SandBox.dbo.ED2020februari,USER_TABLE
SMI_SandBox.dbo.ED_gebruik,USER_TABLE
SMI_SandBox.dbo.EDaugustus,USER_TABLE
SMI_SandBox.dbo.ED2020Maart,USER_TABLE
SMI_SandBox.dbo.EDaugustus2,USER_TABLE
SMI_SandBox.smi.RecentEditionGebruikContent,USER_TABLE
SMI_SandBox.fnl.RisicoOnderwerp_2022,USER_TABLE
BI_PRD_DWH.dbo.View_Servicing_CCCD,VIEW
SMI_SandBox.dbo.View_Specificaties_Activeringen,VIEW
SMI_SandBox.lic.Specificaties_Activeringen,USER_TABLE
SMI_SandBox.dbo.Targets_AmVerdeling,USER_TABLE
SMI_SandBox.dbo.Targets_Patronen,USER_TABLE
SMI_SandBox.dbo.Targets_SMI,USER_TABLE
SMI_SandBox.smi.Target_Patroon,USER_TABLE
SMI_SandBox.dbo.PeriodeTabel,USER_TABLE
SMI_SandBox.smi.Targets_Tabel,USER_TABLE
SMI_SandBox.smi.Target_Export,USER_TABLE
SMI_SandBox.smi.Target_methode,USER_TABLE
SMI_SandBox.dbo.View_Activity_Route88,VIEW
SMI_SandBox.smi.TouchpointsDatum,USER_TABLE
SMI_SandBox.dbo.View_Activity_Annotation,VIEW
SMI_SandBox.dbo.View_Activity_Incident,VIEW
SMI_SandBox.dbo.View_Activity_Opportunity,VIEW
SMI_SandBox.dbo.View_Activity_proeflesAanvraag,VIEW
SMI_SandBox.dbo.View_Activering_Licentie_Toegang_proef,VIEW
SMI_SandBox.dbo.View_TouchpointsContact,VIEW
SMI_SandBox.dbo.View_Activity_SalesOrder,VIEW
SMI_SandBox.dbo.View_Activity_Opportunity_KBAccount,VIEW
SMI_SandBox.dbo.View_Activering_Licentie_proef,VIEW
SMI_SandBox.smi.TouchpointsDoelgroep,USER_TABLE
SMI_SandBox.smi.TouchpointsDoelgroepHlp,USER_TABLE
SMI_SandBox.smi.TouchpointsEigenaren,USER_TABLE
SMI_SandBox.smi.TouchpointsFunnel,USER_TABLE
SMI_SandBox.smi.TouchpointsOntwikkeling,USER_TABLE
SMI_SandBox.smi.TouchpointsTrend,USER_TABLE
SMI_SandBox.dbo.View_FctLicenties_PBI,VIEW
SMI_SandBox.lic.UniekeGebruikers,USER_TABLE
SMI_SandBox.dbo.View_FctLicenties_Activering_per_Week,VIEW
SMI_SandBox.lic.voucher10,USER_TABLE
SMI_SandBox.lic.VoucherActivering,USER_TABLE
SMI_SandBox.dbo.View_FctLicenties_actueel,VIEW
SMI_SandBox.lic.ASSU_CRMAccountID,USER_TABLE
SMI_SandBox.smi.Boekenlijst2021,USER_TABLE
SMI_SandBox.dbo.View_VO_MinimaleMethodeTermijn,VIEW
SMI_SandBox.dbo.View_QueryVKPO,VIEW
SMI_SandBox.bgr.SwitchKansbijOverstap,USER_TABLE
SMI_SandBox.bgr.SwitchKansType,USER_TABLE
SMI_SandBox.bgr.SwitchKansbijOverstapInvullen,USER_TABLE
SMI_SandBox.bgr.SwitchKansNaarInvoerjaar,USER_TABLE
SMI_SandBox.bgr.AlgemeneSwitchKansNaarInvoerjaar,USER_TABLE
SMI_SandBox.crm.LeerlingAantallen,USER_TABLE
SMI_SandBox.dbo.Licresultaat,USER_TABLE
SMI_SandBox.lic.Licenties_actueel_oud,USER_TABLE
SMI_SandBox.crm.ProductGebruik1,USER_TABLE
SMI_SandBox.dbo.OmzetQuery,USER_TABLE
SMI_SandBox.dbo.View_OmzetQuery,VIEW
SMI_SandBox.gba.MethodeOnderzoekData,USER_TABLE
SMI_SandBox.gba.pomethodes17,USER_TABLE
SMI_SandBox.bkl.VoorlopigeBoekenlijst,VIEW
SMI_SandBox.smi.omcoderingMO20_Method20,USER_TABLE
SMI_SandBox.dbo.upload PO Mart,USER_TABLE
SMI_SandBox.dbo.upload BO Marleen,USER_TABLE
SMI_Sandbox.smi.BrinRelatieLijst_oud,USER_TABLE
SMI_SandBox.dbo.MSPextraextra,USER_TABLE
SMI_SandBox.dbo.View_Brin_Duo,VIEW
SMI_SandBox.smi.BrinRelatieLijst,USER_TABLE
SMI_SandBox.dbo.MSPExtraRel,USER_TABLE
SMI_SandBox.dbo.View_KlantBepaling_met_invoer,VIEW
SMI_SandBox.smi.LicentiesActueel_Docenten,USER_TABLE
SMI_SandBox.smi.Gebruik_DG_LC,USER_TABLE
SMI_SandBox.smi.Gebruik_DG_LC_hulp,USER_TABLE
SMI_SandBox.dbo.View_JBP_Iddink,VIEW
SMI_SandBox.smi.JBP_Iddink,USER_TABLE
SMI_SandBox.smi.onderwijslocaties,USER_TABLE
SMI_SandBox.dbo.View_Basis_VK_Behoud_VO_2018,VIEW
SMI_SandBox.dbo.OpnieuwBestellen2018,USER_TABLE
SMI_SandBox.smi.MissingRelatienummer,USER_TABLE
SMI_SandBox.lic.ulo,USER_TABLE
SMI_SandBox.bkl.'Lijsten 2223 2022-04-01  gereed$',USER_TABLE
SMI_SandBox.dbo.itemex$,USER_TABLE
SMI_SandBox.bkl.TLN_schoolnummer_relatienummer,USER_TABLE
SMI_SandBox.bkl.ODJ_schoolnummer_relatienummer,USER_TABLE
SMI_SandBox.bkl.LeerbehoefteMapping,USER_TABLE
SMI_SandBox.bkl.'Layout a VO20220407$',USER_TABLE
SMI_SandBox.bkl.'TM Boekenlijstgegevens maart 2022$',USER_TABLE
SMI_SandBox.bkl.BoekenlijstVoorlopig,USER_TABLE
SMI_SandBox.bkl.Sp_voorlopige_BKL4,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.BoekenLijstVoorlopig3,USER_TABLE
SMI_SandBox.bkl.Sp_voorlopige_BKL3,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.Sp_voorlopige_BKL,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.BoekenLijstVoorlopig4,USER_TABLE
SMI_SandBox.bkl.BoekenLijstVorigjaar,USER_TABLE
SMI_Sandbox.bkl.BoekenlijstVoorlopigMethodeVGL,USER_TABLE
SMI_SandBox.bkl.SchoolMethodeLeerjaarLeerbehoefteNu,USER_TABLE
SMI_SandBox.bkl.SchoolMethodeLeerjaarLeerbehoefteVergelijk,USER_TABLE
SMI_SandBox.bkl.SchoolMethodeLeerjaarLeerbehoefteVorig,USER_TABLE
SMI_SandBox.bkl.BoekenLijstVoorlopig2,USER_TABLE
SMI_SandBox.bkl.Sp_voorlopige_BKL2,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.BoekenLijstVoorlopigTotaal,USER_TABLE
SMI_SandBox.bkl.BoekenLijstVoorlopigTotaalMethode,USER_TABLE
SMI_SandBox.bkl.'Layout a VO20220507$',USER_TABLE
SMI_SandBox.bkl.'TM Boekenlijstgegevens april 2022$',USER_TABLE
SMI_SandBox.bkl.'Layout a VO20220607$',USER_TABLE
SMI_SandBox.bkl.'TM Boekenlijstgegevens Juni 2022$',USER_TABLE
SMI_SandBox.bkl.'Lijsten 2223 2022-06-01  gereed$',USER_TABLE
SMI_SandBox.bkl.'Layout a VO20220707$',USER_TABLE
SMI_SandBox.bkl.'TM Boekenlijstgegevens Juli 2022$',USER_TABLE
SMI_SandBox.bkl.'TM Boekenlijstgegevens Jul 2021$',USER_TABLE
SMI_SandBox.bkl.'Lijsten 2122 2021-06-30  gereed$',USER_TABLE
SMI_SandBox.bkl.'Layout a VO20210709$',USER_TABLE
SMI_SandBox.bkl.'TM Boekenlijstgegevens sep 2021$',USER_TABLE
SMI_SandBox.bkl.'Layout a VO20211101$',USER_TABLE
SMI_SandBox.bkl.'Lijsten 2122 2021-11-01  gereed$',USER_TABLE
BI_PRD_DWH.dbo.View_Fctlicenties_ProefLicenties,VIEW
BI_PRD_DWH.dbo.View_Fctlicenties_ProefLicenties,USER_TABLE
SMI_SandBox.dbo.View_Activiteit,VIEW
SMI_SandBox.dbo.View_ActiviteitDatum,VIEW
SMI_SandBox.dbo.projecten_20170303,USER_TABLE
SMI_SandBox.dbo.VDE_Angela,USER_TABLE
SMI_SandBox.dbo.vdelinkoud,USER_TABLE
SMI_SandBox.dbo.vkaanpassen1$,USER_TABLE
SMI_SandBox.dbo.View_AboVDE,VIEW
SMI_SandBox.dbo.View_ABO_VDE_BKL,VIEW
SMI_SandBox.dbo.View_ICTCoordinator,VIEW
SMI_SandBox.dbo.abolijstVDE201609,USER_TABLE
SMI_SandBox.dbo.View_AccountEducationTypeTabel,VIEW
SMI_SandBox.smi.LicentiesActueel_DWH,USER_TABLE
SMI_SandBox.dbo.View_Activering_Licentie,VIEW
SMI_SandBox.lic.GebruikMSP,USER_TABLE
SMI_SandBox.lic.HoofdmethodeMSP,USER_TABLE
SMI_SandBox.dbo.View_Activeringen_per_School_per_Methode,VIEW
BI_PRD_DWH.dbo.View_FctOrder_ART_LB_Locatie_Persoon,VIEW
SMI_SandBox.wpr.5c07c67ab2f5d_20181205,USER_TABLE
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_2020,VIEW
SMI_SandBox.dbo.View_LicentiesActueelDocentenVO_Aanhef,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_BO,VIEW
SMI_SandBox.dbo.View_LicentiesActueelDocentenBO_Aanhef,VIEW
SMI_SandBox.dbo.View_CoronaTussenhandel,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_2020_2,VIEW
SMI_SandBox.dbo.stap3,USER_TABLE
SMI_SandBox.dbo.stap1,USER_TABLE
SMI_SandBox.dbo.stap2,USER_TABLE
SMI_SandBox.wpr.View_response_los,VIEW
SMI_SandBox.smi.BackwardKans,USER_TABLE
SMI_SandBox.dbo.View_BackwardPercentage,VIEW
SMI_SandBox.dbo.View_BackWardCRM,VIEW
SMI_SandBox.dbo.basisVK20200318_VOF1,USER_TABLE
SMI_SandBox.dbo.View_Basis_voor_NT2,VIEW
SMI_SandBox.dbo.basisVK20190130_Carmel,USER_TABLE
SMI_SandBox.dbo.View_Basis_VK_Intro,VIEW
SMI_SandBox.dbo.View_Basis_VK_Small,VIEW
SMI_sandbox.dbo.ni23,USER_TABLE
SMI_SandBox.dbo.View_Basis_VK_Uitstel,VIEW
SMI_SandBox.dbo.View_Basis_VK_Behoud_VO,VIEW
SMI_SandBox.dbo.BKLABO,USER_TABLE
SMI_SandBox.dbo.View_Gewonnen_VK,VIEW
SMI_SandBox.dbo.View_basis_voor_VK_Mixed20170222,VIEW
SMI_SandBox.dbo.View_ProfielenMixed,VIEW
SMI_SandBox.dbo.BasisVK20200811Klanten,USER_TABLE
SMI_SandBox.dbo.BasisVK20200316Klanten,USER_TABLE
SMI_SandBox.dbo.basisVK20200819Klanten,USER_TABLE
SMI_SandBox.dbo.View_Basis_voor_VK_TIE,VIEW
SMI_SandBox.dbo.View_Doelgroep_Mixed_klantenobv_lic,VIEW
SMI_SandBox.smi.LicentiesActueel_DWH_methode,USER_TABLE
SMI_SandBox.dbo.View_Basis_voor_VK_VO_Overstap,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Zilla_GD,VIEW
SMI_SandBox.dbo.View_basis_voor_VK_Taalverhaal,VIEW
SMI_SandBox.dbo.View_Basis_voor_Bex_Taalverhaal,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_Basis,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_Samba,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_PO_TIE,VIEW
SMI_SandBox.dbo.View_FctLeerbehoefte_Locatie_Leerjaar_ICT,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_TVAT,VIEW
SMI_SandBox.dbo.View_Gebruik_LJ_Engels_PO,VIEW
SMI_SandBox.dbo.Bel_BO_20160119,USER_TABLE
SMI_SandBox.dbo.BELBOVKgeleverd20160120,USER_TABLE
SMI_SandBox.dbo.VKID_BO_new_20160418,USER_TABLE
SMI_SandBox.dbo.GotItRek_NB,USER_TABLE
SMI_SandBox.smi.LeerbehoefteAanbod,USER_TABLE
SMI_SandBox.dbo.SBABestellingen,USER_TABLE
SMI_SandBox.dbo.TM Boekenlijstgegevens JUNI 2019$,USER_TABLE
smi_sandbox.dbo.MethodeperceelA$,USER_TABLE
SMI_SandBox.dbo.TM Boekenlijstgegevens MEI 2019$,USER_TABLE
SMI_SandBox.dbo.VakIddink$,USER_TABLE
SMI_SandBox.dbo.onderwijsIddink$,USER_TABLE
SMI_SandBox.dbo.LearnBeatBlauweLijst20191031,USER_TABLE
SMI_SandBox.dbo.BOmagazine$,USER_TABLE
SMI_SandBox.dbo.BOposter$,USER_TABLE
SMI_SandBox.duo.'03# Alle vestigingen basisonder$',USER_TABLE
SMI_SandBox.duo.'04# Alle vestigingen speciaal ($',USER_TABLE
SMI_SandBox.duo.'02# Alle vestigingen vo$',USER_TABLE
SMI_SandBox.duo.'01# Adressen instellingen$',USER_TABLE
SMI_SandBox.duo.'01# Instellingen hbo en wo$',USER_TABLE
SMI_SandBox.duo.RELATIES_20200406,USER_TABLE
SMI_SandBox.duo.ORGANISATIES_20200406,USER_TABLE
SMI_SandBox.dbo.View_brinMBO,VIEW
SMI_SandBox.dbo.MBONederland_2019,USER_TABLE
SMI_SandBox.dbo.LMFCarmel$,USER_TABLE
SMI_SandBox.wpr.click$,USER_TABLE
SMI_SandBox.dbo.View_CPI_PackageStream,VIEW
SMI_SandBox.dbo.CorVDE20200325$,USER_TABLE
SMI_SandBox.dbo.CorIDDINK20200326$,USER_TABLE
SMI_SandBox.dbo.CPIMapping_Content,USER_TABLE
BI_DEV_DWH.dbo.View_CrossSelectiePO,VIEW
SMI_SandBox.lic.FctLicenties,USER_TABLE
SMI_SandBox.dbo.View_ZichtzendingPO,VIEW
SMI_SandBox.smi.DataBaseOverzicht,USER_TABLE
SMI_SandBox.smi.DataBaseUitleg$,USER_TABLE
SMI_SandBox.dbo.View_DatabaseOverzicht,VIEW
SMI_SandBox.dbo.FunctieCodesDigV,USER_TABLE
SMI_SandBox.smi.aan_mapping$,USER_TABLE
SMI_SandBox.smi.aan_data$,USER_TABLE
SMI_SandBox.dbo.SIvonDeel2$,USER_TABLE
SMI_SandBox.dbo.datalicentietvnu$,USER_TABLE
SMI_SandBox.wpr.5c334fb2c2c06_20190107,USER_TABLE
SMI_SandBox.dbo.DimUitgeverij,USER_TABLE
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_20161005,VIEW
SMI_SandBox.dbo.View_SelectieVK_VO_20170221Mixed,VIEW
SMI_SandBox.wpr.SC_PDF_EN$,USER_TABLE
SMI_SandBox.wpr.SC_PDF_NE$,USER_TABLE
SMI_SandBox.dbo.View_Aanhef_per_Email,VIEW
SMI_SandBox.wpr.SC_PDF_ENNE$,USER_TABLE
smi_sandbox.smi.EMailAccount,USER_TABLE
SMI_SandBox.wpr.EventPdf,USER_TABLE
SMI_SandBox.dbo.View_Account360_bkl_2020_EAN_20200605,USER_TABLE
SMI_SandBox.tps.ecklicenties,USER_TABLE
smi_Sandbox.smi.ExamenVakClustering$,USER_TABLE
SMI_SandBox.dbo.View_EindExamenCijfers,VIEW
SMI_SandBox.exa.vwo1112$,USER_TABLE
SMI_SandBox.exa.vwo1213$,USER_TABLE
SMI_SandBox.exa.vwo1314$,USER_TABLE
SMI_SandBox.exa.vwo1415$,USER_TABLE
SMI_SandBox.exa.vwo1516$,USER_TABLE
SMI_SandBox.exa.vwo1617$,USER_TABLE
SMI_SandBox.exa.havo1819$,USER_TABLE
SMI_SandBox.exa.vmbo1819$,USER_TABLE
SMI_SandBox.exa.vwo1819$,USER_TABLE
SMI_SandBox.exa.vmbo1415$,USER_TABLE
SMI_SandBox.exa.vmbo1516$,USER_TABLE
SMI_SandBox.exa.vmbo1617$,USER_TABLE
SMI_SandBox.exa.vmbo1718$,USER_TABLE
SMI_SandBox.exa.havo1617$,USER_TABLE
SMI_SandBox.exa.havo1718$,USER_TABLE
SMI_SandBox.exa.vmbo1112$,USER_TABLE
SMI_SandBox.exa.vmbo1213$,USER_TABLE
SMI_SandBox.exa.vmbo1314$,USER_TABLE
SMI_SandBox.exa.vwo1718$,USER_TABLE
SMI_SandBox.exa.havo1112$,USER_TABLE
SMI_SandBox.exa.havo1213$,USER_TABLE
SMI_SandBox.exa.havo1314$,USER_TABLE
SMI_SandBox.exa.havo1415$,USER_TABLE
SMI_SandBox.exa.havo1516$,USER_TABLE
SMI_SandBox.dbo.type bkf_tsh juni 2018,USER_TABLE
SMI_SandBox.lic.Specifications EBF,USER_TABLE
SMI_SandBox.lic.Specifications_IBF,USER_TABLE
SMI_SandBox.dbo.View_ELM_ILM,VIEW
SMI_SandBox.dbo.View_EmailAssu,VIEW
SMI_SandBox.dbo.View_EmailLic,VIEW
SMI_Sandbox.dbo.artikelnummersPRF,USER_TABLE
SMI_SandBox.dbo.View_licentie_EAN_CPI_Stream,VIEW
LA.ref.uid_docent,USER_TABLE
SMI_SandBox.dbo.artikelnummersEOB,USER_TABLE
SMI_SandBox.dbo.nettelijstDoor3,USER_TABLE
SMI_SandBox.smi.EOBMailsCTA,USER_TABLE
smi_sandbox.smi.EOB_View_Contact_Adres,USER_TABLE
SMI_SandBox.dbo.View_EOB_lijstenFC,VIEW
SMI_SandBox.dbo.nettelijstDoor2,USER_TABLE
smi_sandbox.dbo.EOB_MarktMatrix_EmailLijst,USER_TABLE
SMI_SandBox.dbo.View_EOB_MarktMatrix,VIEW
SMI_SandBox.dbo.AanhefTabel,USER_TABLE
SMI_SandBox.dbo.View_EOB_VouchersNaarEmail_Door,VIEW
SMI_SandBox.scr.View_Door_pdf_email,VIEW
SMI_SandBox.wpr.View_response,VIEW
SMI_SandBox.dbo.View_EOB_MarktMatrix_EmailLijst,VIEW
SMI_SandBox.dbo.View_EOB3b_Vouchers,VIEW
SMI_sandbox.dbo.EOBVOU,USER_TABLE
SMI_sandbox.dbo.EOBMSP,USER_TABLE
SMI_SandBox.dbo.View_EOB_Activering_PRF,VIEW
SMI_SandBox.dbo.View_EOB_MarktMatrix_EmailLijst_FC_Join,VIEW
SMI_SandBox.dbo.View_EOB1Inwisseling,VIEW
SMI_SandBox.scr.View_Door_pdf,VIEW
SMI_SandBox.dbo.View_EOB3Vouchers_nietGeactiveerd,VIEW
SMI_SandBox.dbo.stap1LIK,USER_TABLE
SMI_SandBox.dbo.stap3ict,USER_TABLE
SMI_SandBox.dbo.ExamenISBN,USER_TABLE
smi_sandbox.dbo.ExamenPDC,USER_TABLE
SMI_SandBox.dbo.ExamenCijfersHAVO2016,USER_TABLE
SMI_SandBox.dbo.examenvak,USER_TABLE
SMI_SandBox.dbo.View_ExamenCijferGemiddelde,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Salz,VIEW
SMI_SandBox.dbo.View_FctGebruikersPerSchool,VIEW
SMI_SandBox.dbo.View_SelectArtikelNummers,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_big4,VIEW
SMI_SandBox.dbo.View_ELM_ILM_Schoolniveau,VIEW
SMI_SandBox.dbo.View_FctVoucher,VIEW
SMI_SandBox.dbo.View_FctVoucher_Licentie,VIEW
SMI_SandBox.dbo.View_FunnelSegment,VIEW
SMI_SandBox.dbo.View_DoelenFunnel,VIEW
SMI_SandBox.dbo.View_FunnelPOEngelsWPRAccounts,VIEW
SMI_SandBox.dbo.View_FunnelPOEngelsContactWPR,VIEW
SMI_SandBox.dbo.View_FunnelPOEngelsContacts,VIEW
SMI_SandBox.dbo.View_FunnelPOEngels,VIEW
SMI_SandBox.wpr.campaignWebpower,USER_TABLE
SMI_SandBox.dbo.View_GA_Chapters2,VIEW
SMI_SandBox.dbo.Methode,USER_TABLE
SMI_SandBox.dbo.GA_Chapters,USER_TABLE
SMI_SandBox.dbo.Methode,SQL_SCALAR_FUNCTION
SMI_SandBox.dbo.Stream,SQL_SCALAR_FUNCTION
SMI_SandBox.dbo.StringDecomp,SQL_SCALAR_FUNCTION
SMI_SandBox.dbo.GA_2017-2018_Chapters,USER_TABLE
SMI_SandBox.dbo.GA_YTD20172018,USER_TABLE
SMI_SandBox.smi.LeerbehoefteOnderwijsType,USER_TABLE
SMI_SandBox.gba.bmvak_slot_leerbehoefte,USER_TABLE
SMI_SandBox.smi.HoofdMethodeCode_LeerBehoefte,USER_TABLE
SMI_SandBox.dbo.emaildoc_gotit,USER_TABLE
SMI_SandBox.dbo.GotItVOKlant_vs_NewB,USER_TABLE
SMI_SandBox.dbo.View_GWTW_ActivityPointer,VIEW
SMI_SandBox.tps.View_ICTBFC,VIEW
SMI_SandBox.dbo.Iddink_200408_LRN,USER_TABLE
SMI_SandBox.dbo.IddinkLRNLoc,USER_TABLE
SMI_SandBox.dbo.View_Iddink_LRNVersneld,VIEW
SMI_SandBox.dbo.View_ImpactLeads,VIEW
SMI_SandBox.tus.BKL_Iddink_20160412,USER_TABLE
SMI_SandBox.tus.abo_ean20160413,USER_TABLE
SMI_SandBox.tus.LocKey_Iddink_20160412,USER_TABLE
SMI_SandBox.smi.JBP_Iddink20200430,USER_TABLE
SMI_SandBox.dbo.data schoolnumvde$,USER_TABLE
SMI_SandBox.smi.JBP_TLN20200430,USER_TABLE
SMI_sandbox.dbo.EOBICT,USER_TABLE
SMI_SandBox.dbo.LeadsRolf20200305$,USER_TABLE
SMI_SandBox.dbo.LeadsRolf20182019_vakcode,USER_TABLE
SMI_SandBox.dbo.View_LearnbeatOrders,VIEW
BI_PRD_DWH.dbo.View_PlatformVO_LangeTermijn,USER_TABLE
SMI_SandBox.dbo.LearnBeatBlauweLijst,USER_TABLE
SMI_SandBox.dbo.LearnBeat180907,USER_TABLE
SMI_SandBox.smi.LeerbehoefteVak,USER_TABLE
SMI_SandBox.smi.MarktDomein,USER_TABLE
SMI_SandBox.smi.LeerbehoefteLeerjaar,USER_TABLE
SMI_SandBox.dbo.Licenties_EAN_CPI_Stream$,USER_TABLE
SMI_SandBox.dbo.View_Licentie_naar_gebruik_ATOL_licentieniveau,VIEW
SMI_SandBox.dbo.View_Licentie_naar_Leerbehoefte,VIEW
SMI_SandBox.dbo.View_FctOrder_ART_LB_Locatie_Persoon,VIEW
SMI_SandBox.dbo.View_RecentEditionGebruik_benchmark,VIEW
SMI_SandBox.smi.LicentieInwisseling,USER_TABLE
SMI_Sandbox.dbo.URLImport2022$,USER_TABLE
SMI_SandBox.lic.LicentieVoucherOrder,USER_TABLE
SMI_SandBox.dbo.BKL2015,USER_TABLE
