Database,Schema,ObjectNaam,ObjectType
thas_Gebruik,ds,LaadDigital_Resource,SQL_STORED_PROCEDURE
thas_Gebruik,ds,LaadDigital_Resource_alternatief,SQL_STORED_PROCEDURE
thas_Gebruik,ds,LaadMauPAAC,SQL_STORED_PROCEDURE
thas_Gebruik,ds,LaadMethodeCourse,SQL_STORED_PROCEDURE
thas_Gebruik,ds,LaadRollupMethod,SQL_STORED_PROCEDURE
thas_Gebruik,ds,LaadUserGroupDirectLeveren,SQL_STORED_PROCEDURE
thas_Gebruik,ds,LaadUsers,SQL_STORED_PROCEDURE
thas_Gebruik,ds,updateRapportScope,SQL_STORED_PROCEDURE
thas_Gebruik,ds,VulRollup,SQL_STORED_PROCEDURE
thas_Gebruik,ds,XLaadWauPerStreamWithContent,SQL_STORED_PROCEDURE
